v1,v2,Phrases
ham,0,vdty @idbi
ham,0,SaanviMehta @okaxl
ham,0,RuhanBansal @okaxl
ham,0,RiaTiwari @idbi
spam,1,AryaTiwari @okicici
ham,0,SamarVerma @oksbi
spam,1,KritikaSingh @oksbi
ham,0,AmairaSingh @oksbi
ham,0,skylarShr @okicici
ham,0,SaanviMehta @okybl
ham,0,RachitVerma @okaxl
ham,0,NehaThakur @okhdfc
ham,0,SamarVerma @kbl
ham,0,ShanayaPatel @idbi
spam,1,ZaraThakur @kbl
spam,1,AdvikaMehta @okybl
ham,0,AnviKapoor @okhdfc
ham,0,AnviKapoor @idbi
ham,0,RishaanSharma @okhdfc
ham,0,AbhinavGupta @oksbi
ham,0,AdvikaMehta @okicici
ham,0,ShreyaKhanna @idbi
spam,1,MyraSahu @okicici
ham,0,PrishaSharma @idbi
spam,1,KritikaSingh @kbl
ham,0,RuhanBansal @okaxl
ham,0,AaryanJain @okhdfc
ham,0,KabirKumar @okaxl
spam,1,AyushKumar @okhdfc
ham,0,RheaBhat @kbl
spam,1,ShanayaPatel @idbi
spam,1,AmairaSingh @okybl
ham,0,rjk @oksbi
ham,0,RitikaKapoor @okhdfc
ham,0,AaryanJain @idbi
spam,1,AaryanJain @idbi
ham,0,NavyaVerma @okybl
ham,0,AaryanJain @okhdfc
ham,0,SamarVerma @idbi
ham,0,skylarShr @okybl
ham,0,AyushKumar @kbl
spam,1,RiaTiwari @okicici
ham,0,rahul @okybl
ham,0,SaanviMehta @okhdfc
ham,0,AnviKapoor @okicici
ham,0,AmitJoshi @okaxl
ham,0,KabirKumar @okaxl
spam,1,YugKapoor @kbl
ham,0,RiyaYadav @kbl
ham,0,sunnysng @okhdfc
ham,0,SnehaThakur @kbl
ham,0,AnkitSharma @oksbi
ham,0,RuhiMehra @okybl
ham,0,VanyaAgarwal @kbl
ham,0,IshikaReddy @okaxl
ham,0,rahul @kbl
ham,0,TaraChoudhury @idbi
spam,1,MiraChoudhury @okhdfc
ham,0,NavyaVerma @okybl
spam,1,RachitVerma @okicici
spam,1,NehaThakur @okicici
spam,1,AbhinavGupta @okhdfc
ham,0,SuhaniYadav @oksbi
ham,0,NehaThakur @oksbi
ham,0,SohamKapoor @kbl
ham,0,AnkitSharma @idbi
ham,0,VivaanMehta @kbl
spam,1,KabirKumar @okybl
ham,0,AnayaMishra @okaxl
spam,1,skylarShr @kbl
spam,1,RiaTiwari @oksbi
spam,1,SiyaShah @okybl
spam,1,RahulKumar @okhdfc
ham,0,AnayaMishra @okicici
ham,0,SanyaJoshi @okicici
ham,0,SamarVerma @oksbi
ham,0,AaravKumar @idbi
ham,0,RiyaYadav @kbl
ham,0,SanyaJoshi @okybl
ham,0,AyushKumar @okicici
ham,0,AishaChoudhury @okybl
ham,0,AnayaMishra @okaxl
ham,0,RachitVerma @okhdfc
ham,0,AashviPatel @okhdfc
ham,0,TaraChoudhury @idbi
ham,0,SnehaThakur @okhdfc
ham,0,RushilReddy @okaxl
ham,0,ShreyaKhanna @idbi
ham,0,KrishaPatel @okhdfc
ham,0,ShreyaKhanna @kbl
ham,0,NavyaVerma @okybl
spam,1,DishaKhanna @oksbi
ham,0,AarohiShah @okhdfc
ham,0,AmitJoshi @okaxl
ham,0,SanyaJoshi @okaxl
ham,0,RuhiMehra @kbl
ham,0,MyraSahu @oksbi
ham,0,SaanviMehta @oksbi
spam,1,PrishaSharma @oksbi
ham,0,skylarShr @oksbi
ham,0,SarthakGupta @okhdfc
spam,1,RitikaKapoor @oksbi
ham,0,ChaitanyaShah @kbl
ham,0,happysng @okaxl
ham,0,AvyaanBansal @okhdfc
ham,0,DhruvMehta @oksbi
ham,0,KrishaPatel @okicici
ham,0,AaryanJain @kbl
ham,0,AvyaanBansal @okybl
ham,0,ZoyaSingh @oksbi
ham,0,skylarShr @okicici
ham,0,RitikaKapoor @okicici
ham,0,AmairaSingh @okaxl
ham,0,MyraSahu @okybl
ham,0,AdvikaMehta @okaxl
ham,0,NavyaVerma @okicici
ham,0,RiaTiwari @kbl
ham,0,RishaanSharma @okicici
ham,0,RiyaYadav @oksbi
ham,0,RiaTiwari @okybl
ham,0,AaryanJain @okicici
spam,1,AvyaanBansal @okaxl
ham,0,SanyaJoshi @okicici
ham,0,happysng @okaxl
ham,0,skylarShr @okaxl
ham,0,SamarVerma @okicici
spam,1,RuhiMehra @idbi
ham,0,AmritaThakur @okaxl
ham,0,sunnysng @kbl
ham,0,AdvikaMehta @idbi
spam,1,SnehaThakur @oksbi
ham,0,KairaKapoor @kbl
ham,0,vdty @okhdfc
ham,0,AmitJoshi @kbl
spam,1,ZoyaSingh @oksbi
ham,0,SohamKapoor @okybl
ham,0,AdvikaMehta @okaxl
ham,0,AnkitSharma @kbl
spam,1,RushilReddy @okhdfc
ham,0,KritikaSingh @okicici
ham,0,VihaanSharma @okhdfc
ham,0,MiraChoudhury @kbl
ham,0,skylarShr @kbl
ham,0,DhruvMehta @okybl
ham,0,YashJoshi @okaxl
ham,0,VivaanMehta @kbl
spam,1,TrishaTiwari @idbi
ham,0,SnehaThakur @kbl
ham,0,rjk @kbl
ham,0,BhavyaJain @oksbi
ham,0,RuhiMehra @okhdfc
ham,0,SanyaJoshi @idbi
ham,0,ZaraThakur @oksbi
spam,1,ShreyaKhanna @okaxl
ham,0,SamarVerma @idbi
ham,0,AishaChoudhury @okaxl
ham,0,AdvaitSingh @okhdfc
ham,0,AvaniPatel @idbi
ham,0,AaravKumar @kbl
ham,0,AaryanJain @idbi
ham,0,RuhiMehra @kbl
ham,0,TaraChoudhury @oksbi
ham,0,RachitVerma @kbl
ham,0,RuhanBansal @okhdfc
ham,0,RahulKumar @okybl
ham,0,AnviKapoor @okybl
ham,0,RitikaKapoor @okybl
ham,0,KritikaSingh @okicici
ham,0,AarohiShah @kbl
ham,0,AryaTiwari @idbi
ham,0,ShreyaKhanna @oksbi
ham,0,sunnysng @okhdfc
ham,0,VivaanMehta @idbi
ham,0,RuhanBansal @idbi
spam,1,MyraSahu @idbi
ham,0,YashJoshi @idbi
ham,0,IshaniDesai @idbi
ham,0,rachelGreen @oksbi
ham,0,AbhinavGupta @idbi
ham,0,MiraChoudhury @kbl
ham,0,IshitaChauhan @okhdfc
ham,0,AnanyaBhat @okicici
ham,0,MohitJain @okybl
ham,0,NehaThakur @okhdfc
ham,0,AhaanSharma @okaxl
ham,0,AaryanJain @okybl
ham,0,KritikaSingh @idbi
ham,0,BhavyaJain @okybl
ham,0,ChaitanyaShah @okhdfc
ham,0,SiyaShah @okicici
ham,0,TaraChoudhury @okhdfc
ham,0,VanyaAgarwal @okybl
ham,0,RitikaKapoor @idbi
spam,1,BhavyaJain @okybl
ham,0,AmairaSingh @idbi
ham,0,MiraChoudhury @okhdfc
ham,0,rachelGreen @kbl
ham,0,IshaniDesai @kbl
spam,1,SaanviMehta @kbl
ham,0,RiaTiwari @okybl
ham,0,AryaTiwari @idbi
ham,0,ShreyaKhanna @okhdfc
ham,0,RishaanSharma @idbi
ham,0,ArnavSingh @okaxl
ham,0,AmritaThakur @kbl
ham,0,SarthakGupta @kbl
ham,0,SohamKapoor @okicici
ham,0,happysng @okhdfc
spam,1,rahul @okybl
ham,0,ShivanshKumar @kbl
ham,0,KabirKumar @oksbi
ham,0,AdvaitSingh @okaxl
ham,0,DivyaAgarwal @kbl
spam,1,VanyaAgarwal @okybl
ham,0,ShreyaKhanna @okicici
ham,0,AaryanJain @kbl
ham,0,TrishaTiwari @okhdfc
ham,0,MohitJain @okybl
ham,0,AbhinavGupta @kbl
ham,0,VanyaAgarwal @okybl
ham,0,AdvikaMehta @okybl
ham,0,AmairaSingh @kbl
ham,0,AbhinavGupta @okhdfc
ham,0,AaryanJain @idbi
ham,0,MyraSahu @okybl
ham,0,RitikaKapoor @okybl
ham,0,NavyaVerma @okhdfc
ham,0,VivaanMehta @okhdfc
ham,0,IshitaChauhan @idbi
ham,0,RiyaYadav @oksbi
ham,0,AdvikaMehta @okhdfc
ham,0,AnviKapoor @okhdfc
ham,0,SamarVerma @oksbi
ham,0,AaryanJain @okicici
ham,0,TaraChoudhury @okhdfc
ham,0,AkshayVerma @okaxl
spam,1,VanyaAgarwal @okybl
ham,0,rachelGreen @okaxl
ham,0,AyushKumar @okaxl
spam,1,MohitJain @okicici
ham,0,AnviKapoor @okybl
spam,1,PrishaSharma @oksbi
ham,0,ZoyaSingh @okybl
ham,0,SaanviMehta @idbi
ham,0,happysng @okybl
ham,0,ShanayaPatel @oksbi
ham,0,RitikaKapoor @okicici
ham,0,RuhiMehra @okhdfc
ham,0,KritikaSingh @okhdfc
ham,0,SarthakGupta @okicici
ham,0,RuhanBansal @okybl
spam,1,NavyaVerma @oksbi
ham,0,AyushKumar @oksbi
ham,0,YugKapoor @kbl
ham,0,YugKapoor @okybl
spam,1,AashviPatel @okicici
ham,0,ChaitanyaShah @okicici
ham,0,IshikaReddy @okhdfc
ham,0,YashJoshi @okhdfc
ham,0,AyushKumar @okybl
spam,1,SwaraSingh @okaxl
ham,0,AvyaanBansal @idbi
ham,0,IshitaChauhan @kbl
spam,1,VivaanMehta @oksbi
spam,1,ChaitanyaShah @okicici
ham,0,NavyaVerma @okhdfc
ham,0,AdvikaMehta @oksbi
ham,0,IshaniDesai @okhdfc
ham,0,AashviPatel @idbi
ham,0,RheaBhat @okhdfc
ham,0,AvaniPatel @okhdfc
ham,0,ZaraThakur @idbi
ham,0,IshikaReddy @okybl
ham,0,IshitaChauhan @okybl
ham,0,AarohiShah @idbi
ham,0,ZoyaSingh @oksbi
ham,0,ShanayaPatel @okhdfc
ham,0,AvyaanBansal @okybl
ham,0,DhruvMehta @okicici
ham,0,happysng @oksbi
spam,1,RuhiMehra @oksbi
ham,0,AhaanSharma @okhdfc
spam,1,SuhaniYadav @oksbi
ham,0,VivaanMehta @okicici
ham,0,rahul @okhdfc
ham,0,DishaKhanna @okicici
ham,0,IshikaReddy @kbl
ham,0,TrishaTiwari @okhdfc
spam,1,RuhiMehra @oksbi
ham,0,VihaanSharma @okhdfc
ham,0,IshitaChauhan @okybl
ham,0,NavyaVerma @oksbi
ham,0,SuhaniYadav @okaxl
ham,0,AbhinavGupta @okaxl
ham,0,IshaniDesai @okybl
ham,0,AnkitSharma @kbl
spam,1,vdty @oksbi
ham,0,NehaThakur @idbi
ham,0,SnehaThakur @idbi
ham,0,ShreyaKhanna @okhdfc
ham,0,AnayaMishra @okaxl
ham,0,rjk @kbl
ham,0,ShivanshKumar @okybl
ham,0,ArnavSingh @kbl
ham,0,VanyaAgarwal @kbl
ham,0,BhavyaJain @okhdfc
ham,0,SaanviMehta @okybl
ham,0,RushilReddy @okhdfc
ham,0,AashviPatel @okaxl
spam,1,AdvikaMehta @okhdfc
ham,0,AishaChoudhury @okhdfc
spam,1,RuhanBansal @okicici
ham,0,AbhinavGupta @okaxl
spam,1,SamarVerma @okybl
ham,0,IshikaReddy @okybl
ham,0,MiraChoudhury @okybl
ham,0,SohamKapoor @idbi
spam,1,SanyaJoshi @oksbi
ham,0,SohamKapoor @okybl
ham,0,AnanyaBhat @okhdfc
spam,1,RachitVerma @okicici
ham,0,RachitVerma @kbl
ham,0,RushilReddy @okaxl
ham,0,PrishaSharma @oksbi
ham,0,rachelGreen @oksbi
ham,0,AaravKumar @okybl
ham,0,ShanayaPatel @oksbi
ham,0,IshitaChauhan @okaxl
spam,1,AdvikaMehta @okybl
ham,0,AhaanSharma @kbl
ham,0,rachelGreen @idbi
ham,0,rjk @oksbi
ham,0,KairaKapoor @idbi
spam,1,AnviKapoor @kbl
ham,0,KritikaSingh @oksbi
ham,0,DishaKhanna @oksbi
ham,0,TaraChoudhury @okaxl
spam,1,MiraChoudhury @okaxl
ham,0,NehaThakur @oksbi
ham,0,YugKapoor @kbl
ham,0,SwaraSingh @okicici
ham,0,AvaniPatel @idbi
ham,0,vdty @idbi
ham,0,TaraChoudhury @idbi
ham,0,happysng @idbi
spam,1,rjk @idbi
ham,0,KairaKapoor @oksbi
ham,0,IshikaReddy @okhdfc
ham,0,ChaitanyaShah @okybl
ham,0,skylarShr @okhdfc
ham,0,AaryanJain @okaxl
ham,0,AryaTiwari @okhdfc
ham,0,AarohiShah @okicici
ham,0,rachelGreen @oksbi
spam,1,VivaanMehta @oksbi
ham,0,SuhaniYadav @oksbi
ham,0,AnkitSharma @idbi
ham,0,AnviKapoor @okicici
ham,0,happysng @oksbi
ham,0,AdvaitSingh @kbl
ham,0,RiaTiwari @kbl
ham,0,IshanSharma @idbi
ham,0,AnviKapoor @okicici
spam,1,MyraSahu @oksbi
ham,0,AnikaYadav @idbi
ham,0,RiaTiwari @oksbi
ham,0,DivyaAgarwal @okhdfc
ham,0,ZaraThakur @okhdfc
ham,0,RahulKumar @okybl
ham,0,ShreyaKhanna @okhdfc
ham,0,VanyaAgarwal @okhdfc
ham,0,rohnr @idbi
ham,0,IshaniDesai @okicici
ham,0,SohamKapoor @okicici
ham,0,NavyaVerma @okhdfc
ham,0,MiraChoudhury @okhdfc
ham,0,PrishaSharma @okicici
ham,0,RushilReddy @oksbi
ham,0,SwaraSingh @okhdfc
ham,0,AnayaMishra @okaxl
ham,0,rjk @okhdfc
ham,0,KabirKumar @oksbi
ham,0,AvaniPatel @okybl
ham,0,SuhaniYadav @idbi
ham,0,AbhinavGupta @okybl
spam,1,ShreyaKhanna @idbi
ham,0,DishaKhanna @oksbi
spam,1,DhruvMehta @okicici
ham,0,AvaniPatel @okybl
ham,0,AkshayVerma @okybl
ham,0,AdvikaMehta @okaxl
ham,0,AyushKumar @okhdfc
ham,0,AnanyaBhat @okybl
ham,0,SiyaShah @oksbi
ham,0,AmritaThakur @oksbi
ham,0,AhaanSharma @okaxl
spam,1,BhavyaJain @okicici
ham,0,KritikaSingh @okaxl
spam,1,AishaChoudhury @okhdfc
ham,0,TaraChoudhury @okybl
ham,0,IshikaReddy @idbi
ham,0,RiaTiwari @okicici
ham,0,ArnavSingh @okybl
ham,0,KairaKapoor @okicici
ham,0,RiyaYadav @kbl
ham,0,sunnysng @okicici
ham,0,BhavyaJain @oksbi
ham,0,AishaChoudhury @kbl
spam,1,AyushKumar @idbi
ham,0,MyraSahu @oksbi
ham,0,AmritaThakur @oksbi
ham,0,AnanyaBhat @idbi
spam,1,RiaTiwari @okaxl
ham,0,SiyaShah @okaxl
ham,0,AmitJoshi @okaxl
ham,0,RiyaYadav @okicici
spam,1,IshikaReddy @okybl
ham,0,PrishaSharma @oksbi
spam,1,AarohiShah @idbi
ham,0,PranavGupta @okybl
spam,1,AkshayVerma @okicici
ham,0,MohitJain @okybl
ham,0,AmairaSingh @okicici
ham,0,TaraChoudhury @idbi
ham,0,RuhiMehra @kbl
ham,0,DishaKhanna @okybl
ham,0,RiyaYadav @okicici
ham,0,IshitaChauhan @idbi
ham,0,ShreyaKhanna @okhdfc
ham,0,VanyaAgarwal @okicici
ham,0,IshanSharma @okicici
ham,0,RishaanSharma @okybl
ham,0,DivyaAgarwal @okybl
ham,0,RiyaYadav @kbl
ham,0,SnehaThakur @idbi
ham,0,KairaKapoor @okicici
ham,0,AnkitSharma @okhdfc
ham,0,RuhanBansal @oksbi
ham,0,AhaanSharma @okybl
ham,0,IshikaReddy @okicici
ham,0,happysng @okaxl
ham,0,AnkitSharma @okicici
ham,0,IshanSharma @idbi
spam,1,ShreyaKhanna @okicici
ham,0,BhavyaJain @oksbi
ham,0,sunnysng @kbl
ham,0,vdty @oksbi
ham,0,ShreyaKhanna @oksbi
ham,0,SanyaJoshi @okaxl
ham,0,AdvikaMehta @idbi
ham,0,DishaKhanna @okicici
ham,0,rahul @okaxl
ham,0,happysng @oksbi
ham,0,ZaraThakur @okicici
spam,1,DhruvMehta @idbi
ham,0,AnanyaBhat @kbl
ham,0,AyushKumar @idbi
ham,0,IshikaReddy @okaxl
ham,0,RuhanBansal @oksbi
ham,0,IshikaReddy @okaxl
spam,1,RahulKumar @oksbi
ham,0,MyraSahu @idbi
ham,0,SanyaJoshi @okhdfc
ham,0,AaryanJain @okybl
ham,0,AaryanJain @okybl
spam,1,AmitJoshi @oksbi
ham,0,AnayaMishra @okybl
ham,0,sunnysng @okhdfc
ham,0,VanyaAgarwal @okicici
ham,0,SarthakGupta @okaxl
ham,0,AashviPatel @okicici
ham,0,RishaanSharma @idbi
ham,0,RahulKumar @okhdfc
ham,0,KabirKumar @okybl
ham,0,AhaanSharma @kbl
ham,0,AnkitSharma @kbl
ham,0,AishaChoudhury @okybl
ham,0,KabirKumar @okicici
ham,0,AryanGupta @oksbi
ham,0,SanyaJoshi @kbl
ham,0,rohnr @okybl
ham,0,MohitJain @okaxl
ham,0,ZoyaSingh @okaxl
ham,0,rohnr @okicici
ham,0,AnanyaBhat @kbl
ham,0,PranavGupta @kbl
ham,0,SiyaShah @okaxl
ham,0,VihaanSharma @okhdfc
ham,0,RiyaYadav @okhdfc
ham,0,KrishaPatel @kbl
ham,0,VivaanMehta @okybl
ham,0,AkshayVerma @oksbi
ham,0,AnviKapoor @oksbi
ham,0,RushilReddy @idbi
ham,0,AashviPatel @oksbi
ham,0,AmritaThakur @idbi
ham,0,TrishaTiwari @okybl
ham,0,RushilReddy @okhdfc
spam,1,rahul @kbl
spam,1,VivaanMehta @kbl
ham,0,DivyaAgarwal @okhdfc
ham,0,ZaraThakur @okicici
ham,0,NavyaVerma @kbl
ham,0,RushilReddy @okicici
ham,0,VihaanSharma @okicici
ham,0,TaraChoudhury @oksbi
ham,0,AhaanSharma @oksbi
ham,0,AryaTiwari @okybl
ham,0,AnikaYadav @idbi
spam,1,RishaanSharma @oksbi
ham,0,RiaTiwari @kbl
ham,0,RiyaYadav @okybl
ham,0,SarthakGupta @okicici
ham,0,rahul @okicici
ham,0,AmritaThakur @okicici
ham,0,AnviKapoor @okicici
ham,0,RitikaKapoor @idbi
ham,0,rahul @okhdfc
ham,0,rachelGreen @idbi
spam,1,AmitJoshi @oksbi
ham,0,DishaKhanna @okybl
ham,0,vdty @okicici
ham,0,SanyaJoshi @idbi
ham,0,rahul @okhdfc
ham,0,SwaraSingh @kbl
ham,0,AryanGupta @oksbi
ham,0,sunnysng @oksbi
ham,0,MiraChoudhury @okybl
ham,0,SwaraSingh @oksbi
ham,0,PrishaSharma @okybl
ham,0,RuhiMehra @okybl
ham,0,AnkitSharma @idbi
ham,0,DivyaAgarwal @okhdfc
ham,0,rohnr @kbl
ham,0,VihaanSharma @idbi
ham,0,KabirKumar @okybl
ham,0,happysng @okhdfc
ham,0,ZaraThakur @oksbi
ham,0,AnayaMishra @kbl
ham,0,ShivanshKumar @okhdfc
ham,0,AhaanSharma @okaxl
spam,1,VihaanSharma @okhdfc
ham,0,AaryanJain @okicici
ham,0,SnehaThakur @oksbi
ham,0,BhavyaJain @okhdfc
ham,0,ChaitanyaShah @kbl
ham,0,RachitVerma @okhdfc
ham,0,IshikaReddy @okhdfc
ham,0,NehaThakur @okicici
ham,0,TrishaTiwari @oksbi
ham,0,rahul @okybl
ham,0,RuhiMehra @kbl
ham,0,RheaBhat @okicici
ham,0,AmitJoshi @oksbi
ham,0,AmitJoshi @kbl
ham,0,NehaThakur @okicici
ham,0,RheaBhat @idbi
spam,1,rohnr @oksbi
ham,0,ZoyaSingh @oksbi
ham,0,TrishaTiwari @okaxl
ham,0,AryaTiwari @okybl
ham,0,ZoyaSingh @okaxl
ham,0,AhaanSharma @idbi
ham,0,KrishaPatel @okybl
ham,0,AmairaSingh @okaxl
spam,1,AishaChoudhury @kbl
spam,1,AashviPatel @oksbi
ham,0,ShivanshKumar @okaxl
ham,0,AvaniPatel @kbl
spam,1,MyraSahu @okaxl
ham,0,NehaThakur @okicici
spam,1,rohnr @kbl
ham,0,IshaniDesai @okaxl
ham,0,AaryanJain @idbi
ham,0,IshaniDesai @oksbi
ham,0,IshanSharma @okaxl
ham,0,IshikaReddy @okybl
ham,0,KabirKumar @okaxl
ham,0,YashJoshi @oksbi
ham,0,sunnysng @idbi
ham,0,SohamKapoor @okaxl
ham,0,RishaanSharma @okhdfc
ham,0,RahulKumar @okicici
ham,0,AhaanSharma @okicici
ham,0,ZaraThakur @idbi
ham,0,AishaChoudhury @okhdfc
ham,0,KabirKumar @idbi
ham,0,AmairaSingh @idbi
ham,0,DhruvMehta @okaxl
ham,0,rjk @okhdfc
ham,0,happysng @idbi
ham,0,rahul @idbi
ham,0,AishaChoudhury @idbi
ham,0,KrishaPatel @oksbi
ham,0,rohnr @okicici
ham,0,AnayaMishra @okybl
ham,0,skylarShr @okicici
ham,0,VanyaAgarwal @okhdfc
spam,1,AbhinavGupta @okybl
ham,0,IshanSharma @okybl
ham,0,AdvikaMehta @okybl
ham,0,MiraChoudhury @okybl
ham,0,ShivanshKumar @okaxl
ham,0,AishaChoudhury @okhdfc
ham,0,AishaChoudhury @okhdfc
spam,1,happysng @idbi
ham,0,ZoyaSingh @idbi
ham,0,PranavGupta @okaxl
ham,0,SuhaniYadav @oksbi
ham,0,SuhaniYadav @okybl
ham,0,rjk @idbi
ham,0,RiaTiwari @kbl
ham,0,ZaraThakur @okaxl
ham,0,KabirKumar @okhdfc
spam,1,SarthakGupta @okicici
ham,0,rjk @okicici
ham,0,YugKapoor @okhdfc
ham,0,AyushKumar @oksbi
ham,0,DhruvMehta @okybl
ham,0,sunnysng @kbl
ham,0,SiyaShah @okybl
spam,1,AmairaSingh @okhdfc
ham,0,IshikaReddy @kbl
ham,0,TaraChoudhury @okybl
ham,0,ShreyaKhanna @oksbi
ham,0,AnanyaBhat @okhdfc
ham,0,PranavGupta @okhdfc
ham,0,NavyaVerma @okhdfc
ham,0,YashJoshi @okicici
ham,0,AvyaanBansal @okicici
ham,0,RachitVerma @okybl
ham,0,SaanviMehta @oksbi
ham,0,SiyaShah @okybl
ham,0,MohitJain @okicici
ham,0,AishaChoudhury @kbl
spam,1,TrishaTiwari @okaxl
ham,0,AaryanJain @okhdfc
ham,0,DivyaAgarwal @okaxl
ham,0,KritikaSingh @okhdfc
ham,0,SuhaniYadav @okicici
spam,1,PranavGupta @okaxl
ham,0,RuhanBansal @okybl
ham,0,AishaChoudhury @okhdfc
ham,0,AvyaanBansal @kbl
ham,0,RiyaYadav @okicici
ham,0,vdty @okhdfc
ham,0,NavyaVerma @okybl
spam,1,MyraSahu @idbi
ham,0,sunnysng @okaxl
spam,1,rachelGreen @oksbi
ham,0,ZaraThakur @kbl
spam,1,IshanSharma @idbi
ham,0,VivaanMehta @oksbi
ham,0,KritikaSingh @kbl
spam,1,AashviPatel @okhdfc
ham,0,RiyaYadav @oksbi
ham,0,IshanSharma @okaxl
spam,1,SaanviMehta @oksbi
ham,0,AnviKapoor @okaxl
ham,0,DivyaAgarwal @okaxl
spam,1,VanyaAgarwal @okaxl
ham,0,AmritaThakur @okicici
ham,0,SarthakGupta @oksbi
ham,0,RuhiMehra @kbl
ham,0,DishaKhanna @okicici
ham,0,ChaitanyaShah @idbi
ham,0,AbhinavGupta @oksbi
ham,0,sunnysng @oksbi
ham,0,SamarVerma @kbl
ham,0,RiyaYadav @kbl
ham,0,AashviPatel @idbi
ham,0,IshitaChauhan @okybl
ham,0,AnikaYadav @kbl
ham,0,AhaanSharma @okaxl
ham,0,SwaraSingh @okicici
ham,0,SiyaShah @oksbi
ham,0,AvaniPatel @oksbi
ham,0,DishaKhanna @idbi
ham,0,IshikaReddy @kbl
ham,0,SiyaShah @kbl
ham,0,ShivanshKumar @oksbi
ham,0,YugKapoor @oksbi
ham,0,IshikaReddy @idbi
spam,1,VihaanSharma @okicici
ham,0,AdvaitSingh @okaxl
ham,0,RiyaYadav @okhdfc
ham,0,AnanyaBhat @idbi
ham,0,YugKapoor @kbl
ham,0,SuhaniYadav @okicici
ham,0,RahulKumar @okaxl
ham,0,DivyaAgarwal @oksbi
spam,1,DivyaAgarwal @okicici
ham,0,RiyaYadav @okicici
spam,1,SiyaShah @okhdfc
ham,0,SamarVerma @kbl
ham,0,AhaanSharma @idbi
ham,0,rachelGreen @okybl
ham,0,AhaanSharma @okicici
spam,1,TrishaTiwari @okybl
ham,0,SuhaniYadav @okhdfc
ham,0,AnanyaBhat @kbl
ham,0,happysng @okaxl
ham,0,PrishaSharma @okhdfc
ham,0,RachitVerma @kbl
ham,0,RiyaYadav @idbi
ham,0,AyushKumar @oksbi
ham,0,NavyaVerma @oksbi
ham,0,RuhanBansal @okybl
ham,0,SamarVerma @idbi
spam,1,SarthakGupta @okicici
ham,0,SuhaniYadav @oksbi
ham,0,KrishaPatel @idbi
spam,1,NavyaVerma @okaxl
ham,0,AmairaSingh @idbi
ham,0,RishaanSharma @oksbi
ham,0,ShreyaKhanna @kbl
ham,0,AishaChoudhury @okybl
ham,0,IshitaChauhan @okicici
ham,0,AmritaThakur @idbi
ham,0,KrishaPatel @okhdfc
ham,0,MiraChoudhury @okicici
ham,0,YashJoshi @oksbi
ham,0,ZaraThakur @okybl
ham,0,YashJoshi @okaxl
ham,0,SanyaJoshi @oksbi
ham,0,KairaKapoor @idbi
ham,0,TrishaTiwari @idbi
spam,1,TrishaTiwari @okybl
ham,0,AryaTiwari @oksbi
ham,0,SamarVerma @oksbi
ham,0,RachitVerma @oksbi
ham,0,AvyaanBansal @oksbi
ham,0,AnviKapoor @idbi
ham,0,SamarVerma @okicici
ham,0,RiaTiwari @kbl
spam,1,NavyaVerma @kbl
ham,0,rjk @okaxl
ham,0,happysng @okhdfc
ham,0,KairaKapoor @kbl
ham,0,IshitaChauhan @oksbi
ham,0,AryaTiwari @okybl
ham,0,RahulKumar @kbl
ham,0,RiyaYadav @okaxl
ham,0,AnikaYadav @okaxl
ham,0,AnanyaBhat @okybl
ham,0,AmairaSingh @idbi
ham,0,RiaTiwari @okaxl
ham,0,TaraChoudhury @okicici
ham,0,RishaanSharma @okhdfc
ham,0,RachitVerma @okaxl
ham,0,MohitJain @idbi
ham,0,RahulKumar @okicici
ham,0,RuhanBansal @oksbi
ham,0,AvyaanBansal @idbi
ham,0,SwaraSingh @okhdfc
ham,0,AdvaitSingh @okaxl
ham,0,NehaThakur @okicici
ham,0,AashviPatel @okicici
ham,0,rachelGreen @okicici
ham,0,AryaTiwari @okhdfc
ham,0,rachelGreen @kbl
ham,0,BhavyaJain @oksbi
ham,0,AnayaMishra @okybl
ham,0,YugKapoor @okhdfc
spam,1,AaravKumar @idbi
spam,1,AaravKumar @okicici
ham,0,SwaraSingh @idbi
ham,0,RachitVerma @oksbi
ham,0,AyushKumar @idbi
ham,0,vdty @okaxl
ham,0,VanyaAgarwal @okaxl
ham,0,AyushKumar @oksbi
ham,0,ZoyaSingh @okybl
ham,0,KairaKapoor @okhdfc
ham,0,SiyaShah @kbl
ham,0,BhavyaJain @okicici
ham,0,PrishaSharma @kbl
ham,0,AishaChoudhury @kbl
ham,0,AryaTiwari @okybl
ham,0,AyushKumar @okybl
ham,0,DishaKhanna @kbl
ham,0,TrishaTiwari @okybl
ham,0,VanyaAgarwal @okhdfc
ham,0,TrishaTiwari @kbl
ham,0,ZoyaSingh @idbi
spam,1,RushilReddy @kbl
ham,0,skylarShr @okhdfc
ham,0,ShanayaPatel @okybl
spam,1,SaanviMehta @idbi
spam,1,RuhanBansal @oksbi
ham,0,ChaitanyaShah @kbl
ham,0,RiyaYadav @okaxl
ham,0,DivyaAgarwal @okybl
ham,0,RahulKumar @okaxl
ham,0,YugKapoor @okybl
ham,0,ZaraThakur @kbl
ham,0,AnviKapoor @okhdfc
ham,0,TrishaTiwari @okaxl
ham,0,RishaanSharma @kbl
ham,0,ZoyaSingh @okhdfc
ham,0,RheaBhat @okicici
ham,0,ShanayaPatel @idbi
ham,0,AmritaThakur @okicici
ham,0,PranavGupta @okaxl
spam,1,AdvikaMehta @okybl
